scenario,environment,environment_index,strategy,description,probability_of_detection,probability_of_false_alarm,sensitivity,average_intercept_rate,average_reward,average_cost,average_continuous_reward,percentage_of_correct_predictions,average_intercept_time_error,average_intercept_time_error_us,average_time_to_intercept,average_time_to_intercept_censored,average_time_to_intercept_us,scan_efficiency,coverage,active_band_coverage,average_dwell_time,total_reward,n_timesteps,n_bands,emission_opportunities,observed_active_cells,intercepts,observed_idle_cells,false_alarms,visits,settling_timesteps,predictions,correct_predictions,bands_ever_active,bands_intercepted,n_intercept_time_predictions
spatial_scan,config_227:spatial_scan,8,sequential,Open-loop sequential sweep (baseline),0.02972386703406226,0.009621552277100705,0.9476635514018692,0.1387900355871886,0.036449493566931286,-0.12462523952915412,0.12462523952915412,,50.45104895104895,100902.09790209791,27.666666666666668,27.666666666666668,55333.333333333336,0.1387900355871886,1.0,1.0,1.9994526546250684,133.14999999999998,3653.0,32.0,17057.0,535.0,507.0,3118.0,30.0,3653.0,0.0,0.0,0.0,9.0,9.0,286.0
spatial_scan,config_227:spatial_scan,8,random,Uniform random band selection,0.0298997479040863,0.009633911368015413,0.9461966604823747,0.139611278401314,0.03425951272926361,-0.12541637010676157,0.12541637010676157,,86.0140350877193,172028.0701754386,42.22222222222222,42.22222222222222,84444.44444444444,0.139611278401314,1.0,1.0,1.9994526546250684,125.14999999999995,3653.0,32.0,17057.0,539.0,510.0,3114.0,30.0,3653.0,0.0,0.0,0.0,9.0,9.0,285.0
spatial_scan,config_227:spatial_scan,8,smart_heuristic,Smart Scan without the learned model (occupancy heuristic + Thompson),0.05639913232104121,0.007601672367920942,0.9412915851272016,0.26334519572953735,0.1769093895428415,-0.2505403777716946,0.2505403777716946,94.25287356321839,21.119565217391305,42239.13043478261,45.666666666666664,45.666666666666664,91333.33333333333,0.26334519572953735,1.0,1.0,1.9994526546250684,646.25,3653.0,32.0,17057.0,1022.0,962.0,2631.0,20.0,3653.0,0.0,1827.0,1722.0,9.0,9.0,552.0
spatial_scan,config_227:spatial_scan,8,smart_ml_only,Smart Scan with XGBoost but no online Thompson Sampling,0.059740868851497916,0.007766990291262136,0.9452690166975881,0.27894880919791953,0.19447029838488913,-0.26617081850533814,0.26617081850533814,93.86973180076629,20.972591362126245,41945.18272425249,57.22222222222222,57.22222222222222,114444.44444444444,0.27894880919791953,1.0,1.0,1.9994526546250684,710.4,3653.0,32.0,17057.0,1078.0,1019.0,2575.0,20.0,3653.0,0.0,1827.0,1715.0,9.0,9.0,602.0
spatial_scan,config_227:spatial_scan,8,smart,"Smart Scan as shipped: XGBoost, Thompson Sampling per config.yaml",0.059740868851497916,0.007766990291262136,0.9452690166975881,0.27894880919791953,0.19447029838488913,-0.26617081850533814,0.26617081850533814,93.86973180076629,20.972591362126245,41945.18272425249,57.22222222222222,57.22222222222222,114444.44444444444,0.27894880919791953,1.0,1.0,1.9994526546250684,710.4,3653.0,32.0,17057.0,1078.0,1019.0,2575.0,20.0,3653.0,0.0,1827.0,1715.0,9.0,9.0,602.0
spatial_scan,config_168:spatial_scan,9,sequential,Open-loop sequential sweep (baseline),0.02974674059643339,0.006979341150195421,0.9497607655502392,0.09925,-0.0095625,-0.086083,0.086083,,67.2808764940239,134561.7529880478,121.71428571428571,121.71428571428571,243428.57142857142,0.09925,1.0,1.0,2.0,-38.25,4000.0,32.0,13346.0,418.0,397.0,3582.0,25.0,4000.0,0.0,0.0,0.0,7.0,7.0,251.0
spatial_scan,config_168:spatial_scan,9,random,Uniform random band selection,0.03341825265997302,0.008210645526613816,0.9529914529914529,0.1115,0.0009124999999999943,-0.097775,0.097775,,90.50922509225093,181018.45018450185,97.42857142857143,97.42857142857143,194857.14285714287,0.1115,1.0,1.0,2.0,3.6499999999999773,4000.0,32.0,13346.0,468.0,446.0,3532.0,29.0,4000.0,0.0,0.0,0.0,7.0,7.0,271.0
spatial_scan,config_168:spatial_scan,9,smart_heuristic,Smart Scan without the learned model (occupancy heuristic + Thompson),0.05327438933013637,0.008,0.948,0.17775,0.07892499999999998,-0.16443675000000005,0.16443675000000005,94.6,40.236486486486484,80472.97297297297,187.71428571428572,187.71428571428572,375428.5714285714,0.17775,1.0,1.0,2.0,315.69999999999993,4000.0,32.0,13346.0,750.0,711.0,3250.0,26.0,4000.0,0.0,2000.0,1892.0,7.0,7.0,444.0
spatial_scan,config_168:spatial_scan,9,smart_ml_only,Smart Scan with XGBoost but no online Thompson Sampling,0.05934362355762026,0.008846761453396525,0.948502994011976,0.198,0.1017875,-0.18445875000000003,0.18445875000000003,97.05,30.985971943887776,61971.94388777555,86.85714285714286,86.85714285714286,173714.2857142857,0.198,1.0,1.0,2.0,407.15000000000003,4000.0,32.0,13346.0,835.0,792.0,3165.0,28.0,4000.0,0.0,2000.0,1941.0,7.0,7.0,499.0
spatial_scan,config_168:spatial_scan,9,smart,"Smart Scan as shipped: XGBoost, Thompson Sampling per config.yaml",0.05934362355762026,0.008846761453396525,0.948502994011976,0.198,0.1017875,-0.18445875000000003,0.18445875000000003,97.05,30.985971943887776,61971.94388777555,86.85714285714286,86.85714285714286,173714.2857142857,0.198,1.0,1.0,2.0,407.15000000000003,4000.0,32.0,13346.0,835.0,792.0,3165.0,28.0,4000.0,0.0,2000.0,1941.0,7.0,7.0,499.0
spatial_scan,config_90:spatial_scan,10,sequential,Open-loop sequential sweep (baseline),0.028817789879736783,0.008879023307436182,0.9621212121212122,0.09525,-0.0132,-0.08119200000000001,0.08119200000000001,,43.22727272727273,86454.54545454546,114.125,114.125,228250.0,0.09525,1.0,1.0,2.0,-52.8,4000.0,32.0,13221.0,396.0,381.0,3604.0,32.0,4000.0,0.0,0.0,0.0,8.0,8.0,297.0
spatial_scan,config_90:spatial_scan,10,random,Uniform random band selection,0.03101126994932305,0.008681041725007001,0.9557109557109557,0.1025,-0.00845,-0.08855475000000002,0.08855475000000002,,70.33980582524272,140679.61165048543,66.375,66.375,132750.0,0.1025,1.0,1.0,2.0,-33.8,4000.0,32.0,13221.0,429.0,410.0,3571.0,31.0,4000.0,0.0,0.0,0.0,8.0,8.0,309.0
spatial_scan,config_90:spatial_scan,10,smart_heuristic,Smart Scan without the learned model (occupancy heuristic + Thompson),0.05536646244610846,0.008356545961002786,0.951885565669701,0.183,0.08602499999999999,-0.16954875000000005,0.16954875000000005,89.25,21.154440154440156,42308.88030888031,153.75,153.75,307500.0,0.183,1.0,1.0,2.0,344.09999999999997,4000.0,32.0,13221.0,769.0,732.0,3231.0,27.0,4000.0,0.0,2000.0,1785.0,8.0,8.0,518.0
spatial_scan,config_90:spatial_scan,10,smart_ml_only,Smart Scan with XGBoost but no online Thompson Sampling,0.060812343998184706,0.008565989847715736,0.9481132075471698,0.201,0.1064625,-0.18758875000000003,0.18758875000000003,96.05,19.33115823817292,38662.31647634584,82.125,82.125,164250.0,0.201,1.0,1.0,2.0,425.85,4000.0,32.0,13221.0,848.0,804.0,3152.0,27.0,4000.0,0.0,2000.0,1921.0,8.0,8.0,613.0
spatial_scan,config_90:spatial_scan,10,smart,"Smart Scan as shipped: XGBoost, Thompson Sampling per config.yaml",0.060812343998184706,0.008565989847715736,0.9481132075471698,0.201,0.1064625,-0.18758875000000003,0.18758875000000003,96.05,19.33115823817292,38662.31647634584,82.125,82.125,164250.0,0.201,1.0,1.0,2.0,425.85,4000.0,32.0,13221.0,848.0,804.0,3152.0,27.0,4000.0,0.0,2000.0,1921.0,8.0,8.0,613.0
